11;G 4;1;1;35;0;6;2;3;5;3;3;3;17;3;2;2;2;3;12;3;3;3;3;3;15;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;4;4;4;4;4;4;4;5;5;5;5;5;5;4;4;4;4;5;3;1;4;5;1;4;300;240;420;540;1440;2040;960;1080;5;4;7;9;24;34;16;18;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
12;G 4;2;1;21;0;8;4;5;4;4;4;4;21;2;5;4;3;5;19;3;4;3;4;4;18;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;3;3;2;2;2;3;3;4;4;4;4;3;4;4;3;3;3;4;2;1;3;3;1;4;300;420;360;360;900;1560;780;780;5;7;6;6;15;26;13;13;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
13;G 4;2;2;24;0;8;4;3;5;3;4;4;19;4;3;3;3;3;16;4;4;3;3;5;19;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;2;2;1;1;2;2;3;3;3;3;3;3;3;3;2;3;3;3;1;2;1;2;1;4;240;660;600;360;600;1260;660;540;4;11;10;6;10;21;11;9;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
14;G 5;1;2;21;0;6;2;5;5;5;5;5;25;5;5;5;5;1;21;5;5;1;5;1;17;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;3;2;2;4;1;2;3;3;3;3;3;1;3;3;2;3;3;2;2;1;1;1;1;3;240;240;180;300;840;1140;660;420;4;4;3;5;14;19;11;7;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
15;G 5;2;1;23;0;8;4;3;5;1;3;5;17;1;1;1;5;5;13;1;2;4;3;3;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;2;2;3;4;4;5;5;5;4;5;1;5;5;4;5;3;5;5;5;4;5;1;3;240;300;360;120;1020;1800;1020;1440;4;5;6;2;17;30;17;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0
16;G 5;1;2;24;0;6;2;4;4;4;4;4;20;4;4;4;3;2;17;5;4;1;4;3;17;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;1;4;240;240;300;240;1380;1620;960;1020;4;4;5;4;23;27;16;17;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
17;G 6;2;1;22;0;7;4;5;5;3;5;4;22;5;5;5;5;5;25;5;5;5;5;5;25;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;3;3;3;3;3;3;4;4;4;4;4;3;4;5;5;4;4;4;3;1;2;3;1;4;780;480;660;540;1080;1620;1080;780;13;8;11;9;18;27;18;13;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0
18;G 6;1;2;27;0;6;2;5;5;5;5;5;25;5;5;5;5;5;25;5;5;5;5;5;25;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;3;2;1;3;2;1;4;2;5;3;3;1;1;4;1;5;1;5;1;1;1;2;1;4;300;120;480;240;720;1140;660;600;5;2;8;4;12;19;11;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
19;G 6;1;1;23;0;6;2;4;4;4;4;4;20;4;4;4;4;4;20;4;4;4;4;4;20;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;3;4;2;3;3;2;4;4;4;5;3;3;4;3;1;2;4;4;1;1;3;4;1;4;360;480;660;420;1020;1620;600;780;6;8;11;7;17;27;10;13;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
20;G 7;1;1;30;0;6;2;2;4;3;3;3;15;1;3;3;4;3;14;3;3;4;3;3;16;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;3;3;3;2;1;2;4;2;2;3;3;2;3;3;2;4;3;4;2;1;1;3;1;4;180;180;420;240;840;1140;720;660;3;3;7;4;14;19;12;11;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
21;G 7;2;1;22;0;7;3;4;4;4;4;4;20;4;4;4;4;2;18;5;5;2;4;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;2;2;2;2;2;1;3;3;3;3;2;5;4;4;1;2;2;5;2;2;1;3;1;4;60;180;360;360;660;1380;540;780;1;3;6;6;11;23;9;13;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
22;G 7;2;2;18;0;7;3;3;5;2;3;2;15;4;4;4;3;4;19;2;3;3;2;3;13;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;2;2;2;2;3;4;4;5;4;4;5;3;4;5;3;3;4;5;2;5;2;3;1;4;300;180;300;180;900;1740;900;1020;5;3;5;3;15;29;15;17;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0
23;G 8;2;1;22;0;7;3;4;2;4;4;4;18;4;5;5;4;2;20;5;5;4;4;4;22;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;4;4;2;3;5;4;5;5;5;5;5;5;5;5;4;4;5;5;3;1;3;5;1;4;240;240;180;300;1320;2100;1080;1020;4;4;3;5;22;35;18;17;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
24;G 8;2;2;23;0;8;4;2;4;2;3;4;15;5;5;5;5;3;23;2;1;3;3;3;12;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;3;3;3;2;3;2;3;2;3;3;3;2;3;3;1;2;2;3;1;1;2;3;1;4;420;240;420;240;960;1140;480;600;7;4;7;4;16;19;8;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0
25;G 8;1;2;42;0;6;2;4;4;3;3;5;19;2;4;4;4;4;18;3;2;3;2;5;15;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;3;3;3;3;4;3;5;5;5;5;4;3;5;1;2;5;3;5;4;4;3;4;1;4;360;240;420;300;1140;1920;660;1200;6;4;7;5;19;32;11;20;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0
26;G 9;2;2;25;0;8;4;5;5;4;3;3;20;2;3;2;5;4;16;3;3;4;3;4;17;0;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2;3;1;3;1;2;3;3;4;3;3;3;4;4;3;4;4;5;5;5;3;4;1;4;480;300;360;180;720;1380;900;1320;8;5;6;3;12;23;15;22;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
27;G 9;2;1;24;0;7;3;1;4;1;1;1;8;1;1;2;5;5;14;3;1;4;2;5;15;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;5;5;5;3;5;3;5;4;5;4;5;4;5;4;1;5;3;3;1;1;5;5;1;4;300;180;480;180;1560;1920;780;900;5;3;8;3;26;32;13;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0
28;G 9;1;2;43;0;7;2;4;3;4;5;5;21;5;5;5;4;5;24;4;1;3;5;1;14;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;4;3;2;4;2;4;3;4;4;4;3;4;4;2;4;4;4;2;1;3;4;1;4;120;360;300;180;1080;1560;840;840;2;6;5;3;18;26;14;14;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0
29;G 10;2;1;22;0;7;3;4;4;4;4;4;20;4;4;4;3;2;17;4;3;2;4;3;16;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;4;3;3;3;3;3;4;4;5;5;4;4;5;4;3;3;3;5;5;5;3;5;1;4;360;120;240;240;1140;1860;780;1380;6;2;4;4;19;31;13;23;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
30;G 10;2;1;22;0;7;3;4;3;4;4;4;19;4;4;4;4;3;19;3;5;1;5;3;17;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;4;480;240;300;240;720;780;480;480;8;4;5;4;12;13;8;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
31;G 10;2;1;21;0;7;3;5;5;5;5;5;25;5;5;5;5;5;25;5;5;5;5;5;25;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;4;4;3;4;3;1;4;3;2;3;4;3;1;4;2;3;1;4;1;2;3;3;1;4;420;240;180;360;1140;1200;600;780;7;4;3;6;19;20;10;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
32;G 11;1;2;19;0;7;2;3;5;1;5;4;18;5;3;4;5;3;20;1;4;2;4;1;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;4;4;3;5;3;5;5;5;5;4;4;5;5;3;4;4;3;2;5;4;4;1;1;120;180;300;360;1200;1980;960;1080;2;3;5;6;20;33;16;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
33;G 11;1;2;21;0;7;2;5;4;5;5;5;24;5;5;5;5;5;25;4;5;4;5;5;23;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;3;3;2;2;2;2;4;4;4;4;5;3;4;4;2;3;4;5;3;2;2;3;1;1;360;60;360;180;840;1680;780;900;6;1;6;3;14;28;13;15;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
